,Authority,Event-code,Influence,Description ENG,Description ORI,Event-class,Event-class Description,mapped_status,is_granted
4278,RU,QC41,,OFFICIAL REGISTRATION OF THE TERMINATION OF THE LICENCE AGREEMENT OR OTHER AGREEMENTS ON THE DISPOSAL OF AN EXCLUSIVE RIGHT,OFFICIAL AGREEMENT OF THE INVALIDATION OF LICENCE AGREEMENT ON INVENTION PATENT,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4279,RU,QC91,,LICENCE TERMINATION (UTILITY MODEL),OFFICIAL REGISTRATION OF THE TERMINATION OF THE LICENCE AGREEMENT OR OTHER AGREEMENTS ON THE DISPOSAL OF AN EXCLUSIVE RIGHT,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4280,RU,QZ11,,OFFICIAL REGISTRATION OF CHANGES TO A REGISTERED AGREEMENT (UTILITY MODEL),OFFICIAL REGISTRATION OF CHANGES IN THE AGREEMENT OF A LICENCE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4281,RU,QZ1K,,CHANGES IN THE LICENCE OF UTILITY MODEL,CHANGES OF A LICENCE ON UTILITY MODEL USE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4282,RU,QZ41,,OFFICIAL REGISTRATION OF CHANGES TO A REGISTERED AGREEMENT (PATENT),OFFICIAL REGISTRATION OF CHANGES IN THE AGREEMENT OF A LICENCE (PATENT),S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4283,RU,QZ42,-,WITHDRAWAL OF AN OPEN USER PERMIT LICENCE,WITHDRAWAL OF AN OPEN USER PERMIT LICENCE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,DEAD,False
4284,RU,QZ45,,WITHDRAWAL OF DECLARATION OF GRANTING ANY PERSON THE RIGHT TO USE THE INVENTION,WITHDRAWAL OF DECLARATION OF GRANTING ANY PERSON THE RIGHT TO USE THE INVENTION,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4285,RU,QZ46,,WITHDRAWAL OF STATEMENT ABOUT OBLIGATION OF CONCLUDING THE CONTRACT OF ASSIGNMENT OF PATENTS ACC. POINT 3 PAR 1366 CIVIL CODE OF RUSSIA,WITHDRAWAL OF STATEMENT ABOUT OBLIGATION OF CONCLUDING THE CONTRACT OF ASSIGNMENT OF PATENTS ACC. POINT 3 PAR 1366 CIVIL CODE OF RUSSIA,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4286,RU,QZ4A,,CHANGES IN THE LICENCE OF A PATENT,CHANGES IN A LICENCE ON INVENTION USE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4287,RU,QZ91,,CHANGES IN THE LICENCE OF UTILITY MODEL,"OFFICIAL REGISTRATION OF THE CONTRACTED RIGHT OF USE OR EXCLUSIVE RIGHT (SUBSEQUENT) PLEDGE OR OF CHANGES IN THE RIGHT OF USE, ETC.",S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4288,RU,RH1K,+,COPY OF UTILITY MODEL GRANTED THAT WAS DUPLICATED FOR THE RUSSIAN FEDERATION,COPY OF UTILITY MODEL GRANTED THAT WAS DUPLICATED FOR THE RUSSIAN FEDERATION,W,OTHER,ALIVE,False
4289,RU,RH4A,+,COPY OF PATENT GRANTED THAT WAS DUPLICATED FOR THE RUSSIAN FEDERATION,GRANTING AN INVENTION PATENT DUPLICATE,W,OTHER,ALIVE,True
4290,RU,RH4F,+,COPY OF INVENTOR'S CERTIFICATE GRANTED THAT WAS DUPLICATED FOR THE RUSSIAN FEDERATION,COPY OF INVENTOR'S CERTIFICATE GRANTED THAT WAS DUPLICATED FOR THE RUSSIAN FEDERATION,W,OTHER,ALIVE,False
4291,RU,RH9K,+,UTILITY MODEL DUPLICATE ISSUE,UTILITY MODEL DUPLICATE ISSUE,W,OTHER,UNKNOWN,False
4292,RU,RL1K,,JUDICIAL DECISION,JUDICIAL DECISION,,,NEUTRAL,False
4293,RU,RL4A,,JUDICIAL DECISION,JUDICIAL DECISION,Z,CLASSIFICATION PENDING,NEUTRAL,False
4294,RU,RZ1K,,OTHER CHANGES IN THE INFORMATION ABOUT AN INVENTION,OTHER CHANGES IN THE INFORMATION ABOUT AN INVENTION,Z,CLASSIFICATION PENDING,NEUTRAL,False
4295,RU,RZ4A,,OTHER CHANGES IN THE INFORMATION ABOUT AN INVENTION,OTHER CHANGES IN THE INFORMATION ABOUT AN INVENTION,Z,CLASSIFICATION PENDING,NEUTRAL,False
4296,RU,RZ9K,,OTHER CHANGES (UTILITY MODEL),OTHER CHANGES TO REGISTERED UTILITY MODEL,Z,CLASSIFICATION PENDING,NEUTRAL,False
4297,RU,TB1K,,"CHANGE IN AUTHOR'S OR UTILITY MODEL HOLDER'S SURNAME, NAME OR PATRONYMIC","CHANGE IN AUTHOR'S OR UTILITY MODEL HOLDER'S SURNAME, NAME OR PATRONYMIC",R,PARTY DATA CHANGE,NEUTRAL,False
4298,RU,TB4A,,"ALTERING SURNAME, NAME, PATRONYMIC OF PATENT AUTHOR OR INVENTOR","ALTERING SURNAME, NAME, PATRONYMIC OF PATENT AUTHOR OR INVENTOR",R,PARTY DATA CHANGE,NEUTRAL,False
4299,RU,TC1K,,CHANGE IN THE UTILITY MODEL INVENTORSHIP,CHANGE IN THE GROUP OF UTILITY MODEL AUTHORS,R,PARTY DATA CHANGE,NEUTRAL,False
4300,RU,TC4A,,CHANGE IN INVENTORSHIP,ALTERING THE GROUP OF INVENTION AUTHORS,R,PARTY DATA CHANGE,NEUTRAL,False
4301,RU,TC9K,,CHANGE IN THE [UTILITY MODEL] INVENTORSHIP,CHANGE OF INFORMATION ON AUTHOR(S),R,PARTY DATA CHANGE,NEUTRAL,False
4302,RU,TE9K,,CHANGE OF ADDRESS FOR CORRESPONDENCE (UTILITY MODEL),CHANGE OF ADDRESS FOR SERVICES,R,PARTY DATA CHANGE,NEUTRAL,False
4303,RU,TH1A,,REISSUE OF PATENT APPLICATION,REISSUE OF PATENT APPLICATION,Z,CLASSIFICATION PENDING,PENDING,False
4304,RU,TH1K,,REISSUE OF UTILITY MODEL (1ST PAGE),UTILITY MODEL FRONT PAGES REISSUE,Z,CLASSIFICATION PENDING,NEUTRAL,False
4305,RU,TH4A,,REISSUE OF PATENT SPECIFICATION,PATENT SPECIFICATION REISSUE,Z,CLASSIFICATION PENDING,NEUTRAL,False
4306,RU,TH91,,SPECIFICATION REPUBLICATION (UTILITY MODEL),REPUBLICATION OF UTILITY MODEL PATENT SPECIFICATIONS,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
4307,RU,TH9K,,REPUBLICATION OF FRONT PAGE OF UTILITY MODEL,[NO DESCRIPTION IN ORIGINAL LANGUAGE],P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
4308,RU,TK1K,,INFORMATION RELATED TO UTILITY MODEL MODIFIED,AMENDMENTS APPLIED TO THE PUBLISHED UTILITY MODELS,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4309,RU,TK49,,INFORMATION RELATED TO PATENT MODIFIED,[NO DESCRIPTION IN ORIGINAL LANGUAGE],Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4310,RU,TK4A,,CORRECTION TO THE PUBLICATION IN THE BULLETIN (PATENT),AMENDMENTS APPLIED TO THE PUBLISHED INVENTIONS BULLETINS,Z,CLASSIFICATION PENDING,PENDING,False
4311,RU,TK9A,,OBVIOUS AND TECHNICAL ERRORS IN PUBLICATIONS CORRECTED VIA THE BULLETIN [PATENT],CORRECTION OF OBVIOUS AND TECHNICAL ERRORS IN PUBLICATIONS IN THE BULLETIN,Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
4312,RU,TK9K,,OBVIOUS AND TECHNICAL ERRORS IN THE REGISTER OR IN PUBLICATIONS CORRECTED VIA THE GAZETTE [UTILITY MODEL],AMENDMENT OF OBVIOUS AND TECHNICAL MISTAKES IN THE RECORDS OF THE STATE REGISTRY OF UTILITY MODELS OF THE RUSSIAN FEDERATION AND/OR IN THE PUBL[...],Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
4313,RU,TZ1K,,FIRST PAGE CORRECTIONS (UTILITY MODEL),AMENDMENTS APPLIED TO FRONT PAGES OF UM DESCRIPTIONS,,,NEUTRAL,False
4314,RU,TZ4A,,AMENDMENTS OF PATENT SPECIFICATION,AMENDMENTS APPLIED TO THE INVENTION DESCRIPTIONS,Z,CLASSIFICATION PENDING,NEUTRAL,False
4315,SE,CANC,-,"PATENT CANCELLED, REVOKED AFTER OPPOSITION",UPPHAEVDA PATENT,H,IP RIGHT CESSATION,DEAD,False
4316,SE,CORR,,CORRECTIONS,RAETTELSER,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4317,SE,ECNC,-,EP PATENT REVOKED,UPPHAEVDA EUROPEISKA PATENT SOM SAKNAR VERKAN I SVERIGE OCH SALUNDA AVFOERTS UR PATENTREGISTRET,H,IP RIGHT CESSATION,DEAD,False
4318,SE,EUG,-,EP PATENT HAS LAPSED,EUROPEISKT PATENT HAR UPPHOERT ATT GAELLA,H,IP RIGHT CESSATION,DEAD,False
4319,SE,GRER,-,GRANT REVOKED,FELAKTIGT MEDDELAT PATENT,F,IP RIGHT GRANT,DEAD,False
4320,SE,INUN,,EARLIER VALIDATION OF EUROPEAN PATENT NOT VALID DUE TO UNITARY EFFECT,TIDIGARE VALIDERING AV EUROPEISKT PATENT EJ GAELLANDE TILL FOELJD AV ENHETLIG VERKAN,W,OTHER,NEUTRAL,False
4321,SE,INVA,-,INVALIDATION BY THE COURT,OGILITIGFOERKLARING AV PATENT,H,IP RIGHT CESSATION,DEAD,False
4322,SE,LMSE,+,LIMITATION BY SWEDISH PATENT AND REGISTRATION OFFICE,PATENT SOM HAR BEGRAENSATS VID PRV,M,IP RIGHT MAINTENANCE,ALIVE,False
4323,SE,NAL,+,PATENT IN FORCE,PATENT GAELLER,,,ALIVE,False
4324,SE,NAV,-,PATENT APPLICATION HAS LAPSED,PATENTANSOEKAN HAR SLUTBEHANDLATS,B,APPLICATION DISCONTINUATION,DEAD,False
4325,SE,NUG,-,PATENT HAS LAPSED,PATENT HAR UPPHOERT ATT GAELLA,H,IP RIGHT CESSATION,DEAD,False
4326,SE,OPRJ,+,OPPOSITION REJECTED,AVSLAGNA INVAENDNINGAR,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
4327,SE,PMAF,+,PATENT MAINTAINED IN AMENDED FORM (PATENT AND MARKET COURT),PATENT SOM FOERKLARATS DELVIS OGILTIGT AV DOMSTOL,M,IP RIGHT MAINTENANCE,ALIVE,False
4328,SE,R40A,-,REVOCATION OF PATENT ACCORDING TO PAR. 40A PATENTS ACT,UPPHAEVANDE AV PATENT ENLIGT 40A PAR PATENTLAGEN,H,IP RIGHT CESSATION,DEAD,False
4329,SE,RE72,+,PETITION ACCORDING TO SECTION 72 OF PATENT ACT APPROVED: RESUMPTION OF PROCEDURE OR REINSTATEMENT OF PATENT,BIFALL ENLIGT 72 PAR PATENTLAGEN,W,OTHER,ALIVE,False
4330,SE,REB3,,PATENT HAS BEEN LIMITED BY THE EPO,PATENT SOM BEGRAENSATS VID EPO,M,IP RIGHT MAINTENANCE,NEUTRAL,False
4331,SE,REJA,-,REJECTION OF A PUBLISHED PATENT APPLICATION,ALLMAENT TILLGAENGLIGA PATENTANSOEKNINGAR SOM SLUTBEHANDLATS UTAN ATT LEDA TILL PATENT,B,APPLICATION DISCONTINUATION,DEAD,False
4332,SE,RINS,+,REINSTATEMENT ACCORDING TO PAR. 72 PATENTS ACT,FOERKLARING ENLIGT 72 PAR PATENTLAGEN,K,IP RIGHT REVIVAL,ALIVE,False
4333,SE,RPEO,+,EP PATENT HAS BEEN REPUBLISHED IN AMENDED FORM AFTER OPPOSITION AT EPO,EUROPEISKA PATENT SOM UPPRAETTHALLS I AENDRAD AVFATTNING,Q,DOCUMENT PUBLICATION,PENDING,False
4334,SE,RPOP,+,PATENT HAS BEEN REPUBLISHED IN AMENDED FORM AFTER OPPOSITION,PATENT I AENDRAD LYDELSE,Q,DOCUMENT PUBLICATION,PENDING,False
4335,SE,RPOT,+,EP PATENT HAS BEEN REPUBLISHED WITH A CORRECTED SWEDISH TRANSLATION,RAETTELSER ENLIGT 91 PAR ST 1 OCH 2 PATENTLAGEN,Q,DOCUMENT PUBLICATION,PENDING,False
4336,SE,RSE3,+,PATENT HAS BEEN LIMITED,PATENT SOM HAR BEGRAENSATS,M,IP RIGHT MAINTENANCE,ALIVE,False
4337,SE,SPCC,-,SUPPLEMENTARY PROTECTION CERTIFICATE IS INVALID AS THE BASIC PATENT HAS CEASED BEFORE THE 20-YEAR PROTECTION PERIOD,OGILTIGT TILLAEGGSSKYDD,H,IP RIGHT CESSATION,DEAD,False
4338,SE,SPCD,,CHANGE OF DATE OR VALIDITY PERIOD OF SUPPLEMENTARY PROTECTION CERTIFICATE,AENDRING AV TILLAEGGSSKYDDSTID,Z,CLASSIFICATION PENDING,NEUTRAL,False
4339,SE,SPCE,,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE FILED,ANSOEKAN OM FOERLAENGNING AV GILTIGHETSTID FOER TILLAEGGSSKYDD,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4340,SE,SPCF,,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE FILED,ANSOEKAN OM TILLAEGGSSKYDD FOER LAEKEMEDEL,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4341,SE,SPCG,+,SUPPLEMENTARY PROTECTION CERTIFICATE GRANTED,MEDDELADE TILLAEGGSSKYDD FOER LAEKEMEDEL,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
4342,SE,SPCH,+,EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE NOTIFIED,FORLANGT TILLAGGSSKYDD MEDDELAT,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4343,SE,SPCI,+,CORRECTION [SUPPLEMENTARY PROTECTION CERTIFICATE],RÄTTELSE [TILLÄGGSSKYDD],G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4344,SE,SPCK,-,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE WITHDRAWN,ANSOEKAN OM FOERLAENGT TILLAEGGSSKYDD AVSKRIVEN,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4345,SE,SPCL,-,SUPPLEMENTARY PROTECTION CERTIFICATE LAPSED,TILLAEGGSSKYDD SOM UPPHOERT ATT GAELLA,H,IP RIGHT CESSATION,DEAD,False
4346,SE,SPCO,-,SUPPLEMENTARY PROTECTION CERTIFICATE SURRENDERED ACCORDING TO SECTION 54 OF THE PATENT ACT,TILLÄGGSSKYDD UPPHÖRT ENLIGT 54 (PAR.) PATENTLAGEN,H,IP RIGHT CESSATION,DEAD,False
4347,SE,SPCP,,APPEAL AGAINST DECISION OF THE SUPPLEMENTARY PROTECTION CERTIFICATE CASE,BESLUT I TILLAEGGSSKYDDSAERENDE OEVERKLAGAT,V,APPEAL,NEUTRAL,False
4348,SE,SPCR,-,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,AVSLAG I TILLAEGGSSKYDDSANSOEKAN,G,PROTECTION BEYOND IP RIGHT TERM,DEAD,False
4349,SE,SPCS,-,REVOCATION OF SUPPLEMENTARY PROTECTION CERTIFICATE ACCORDING TO PAR. 40A PATENTS ACT,UPPHAEVANDE AV TILLAEGGSSKYDD ENLIGT 40A PAR PATENTLAGEN,H,IP RIGHT CESSATION,DEAD,False
4350,SE,SPCU,,APPEAL AGAINST DECISION OF THE SUPPLEMENTARY PROTECTION CERTIFICATE CASE: DECISION TAKEN,BESLUT AV PMD/PMOD I TILLAEGGSSKYDDSAERENDE,V,APPEAL,NEUTRAL,False
4351,SE,SPCW,-,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE DISCONTINUED,TILLAEGGSSKYDDSANSOEKAN AVSKRIVEN,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4352,SE,SPCX,-,SUPPLEMENTARY PROTECTION CERTIFICATE EXPIRED,TILLAEGGSSKYDD UPPHOERT ATT GAELLA,H,IP RIGHT CESSATION,DEAD,False
4353,SE,SPCY,-,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,ANSOEKAN OM FOERLAENGD TILLAEGGSSKYDDSTID AVSLAGEN,G,PROTECTION BEYOND IP RIGHT TERM,DEAD,False
4354,SE,SPCZ,+,EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE GRANTED,FORLANGT TILLAGGSSKYDD BEVILJAT,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
4355,SE,TRCL,+,SWEDISH TRANSLATION OF THE CLAIMS HAS BEEN FILED,EUROPEISKA PATENTANSOEKNINGAR,W,OTHER,UNKNOWN,False
4356,SE,TRGR,+,TRANSLATION OF GRANTED EP PATENT,EUROPEISKA PATENT SOM UPPRAETTHALLS I AENDRAD AVFATTNING,W,OTHER,ALIVE,False
4357,SE,WITD,-,PATENT WITHDRAWN ACCORDING TO PAR. 54 PATENTS ACT,PATENT UPPHOERT ENLIGT PAR 54 PATENTLAGEN,H,IP RIGHT CESSATION,DEAD,False
4358,SI,IF,+,VALID ON THE EVENT DATE,V VELJAVI S PRICETKOM 2005,W,OTHER,UNKNOWN,False
4359,SI,KO00,-,LAPSE OF PATENT,PRENEHANJE PATENTA,H,IP RIGHT CESSATION,DEAD,False
4360,SI,LIQB,,ENTRY OF DATA ON LICENCE OR SUBLICENCE IN THE REGISTER,VPIS PODATKOV O LICENCI ALI PODLICENCI V REGISTER,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4361,SI,LIQC,,DELETION OF DATA ON LICENCE OR SUBLICENCE IN THE REGISTER,IZBRIS PODATKOV O LICENCI ALI PODLICENCI IZ REGISTRA,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4362,SI,LISP,,CHANGE OF DATA ON LICENCE OR SUBLICENCE,SPREMEMBA PODATKOV O LICENCI ALI PODLICENCI,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4363,SI,NC00,-,"ANNULMENT, PUBLICATION OF A DECISION ON ANNULMENT OF RIGHT DUE TO COURT DECISION OR NON-FULFILMENT OF CONDITIONS FOR PATENT PROTECTION","NICNOST, OBJAVA ODLOCBE O NICNOSTI ZARADI SODNE ODLOCBE ALI NEIZPOLNJEVANJA POGOJEV ZA PATENTNO VARSTVO",H,IP RIGHT CESSATION,DEAD,False
4364,SI,OO00,+,GRANT OF PATENT,PODELITEV PATENTA,F,IP RIGHT GRANT,ALIVE,True
4365,SI,OU01,+,"DECISON ACCORDING TO ARTICLE 73(1) IPA 1992, PUBLICATION OF DECISION ON FULFILMENT OF CONDITIONS ON PATENTABILITY","UGOTOVITVENA ODLOCBA PO 73(1) ZIL, OBJAVA PODATKOV O UGOTOVITVENI ODLOCBI, DA IZUM IZPOLNJUJE VSE POGOJE ZA PODELITEV PATENTA",D,SEARCH AND EXAMINATION,PENDING,False
4366,SI,OU02,,"DECISION ACCORDING TO ARTICLE 73(2) IPA 1992, PUBLICATION OF DECISION ON   PARTIAL FULFILMENT OF THE INVENTION AND CHANGE OF PATENT CLAIMS","UGOTOVITVENA ODLOCBA PO 73(2) ZIL, OBJAVA PODATKOV O UGOTOVITVENI ODLOCBI, DA IZUM DELNO IZPOLNJUJE POGOJE ZA PODELITEV PATENTA",D,SEARCH AND EXAMINATION,PENDING,False
4367,SI,OU0A,+,"DECISION ACCORDING TO ARTICLE 93(A) IPA 2001, PUBLICATION OF DECISION ON FULFILMENT OF CONDITIONS ON PATENTABILITY","UGOTOVITVENA ODLOCBA PO 93(A) ZIL-1, OBJAVA PODATKOV O UGOTOVITVENI ODLOCBI, DA IZUM IZPOLNJUJE VSE POGOJE",,,PENDING,False
4368,SI,OU0B,,"DECISION ACCORDING TO ARTICLE 93(B) IPA 2001, PUBLICATION OF DECISION ON PARTIAL FULFILMENT OF CONDITIONS ON PATENTABILITY AND CHANGE OF PATENT CLAIMS","UGOTOVITVENA ODLOCBA PO 93(B) ZIL-1, OBJAVA PODATKOV O UGOTOVITVENI ODLOCBI, DA IZUM DELNO IZPOLNJUJE POGOJE ZA PODELITEV PATENTA",,,PENDING,False
4369,SI,SP72,,CHANGE OF DATA ON INVENTOR,SPREMEMBA PODATKOV O IZUMITELJU,R,PARTY DATA CHANGE,NEUTRAL,False
4370,SI,SP73,,CHANGE OF DATA ON OWNER,SPREMEMBA PODATKOV O IMETNIKU,R,PARTY DATA CHANGE,NEUTRAL,False
4371,SI,SPC0,,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE RESTORED BY COURT ORDER,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE RESTORED BY COURT ORDER,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4372,SI,SPC1,,SUPPLEMENTARY PROTECTION CERTIFICATE: DATA ON OWNER CHANGED OR CORRECTED,SUPPLEMENTARY PROTECTION CERTIFICATE: DATA ON OWNER CHANGED OR CORRECTED,R,PARTY DATA CHANGE,NEUTRAL,False
4373,SI,SPC2,,SUPPLEMENTARY PROTECTION CERTIFICATE: DATA ON LICENCE OR SUBLICENCE CHANGED,SUPPLEMENTARY PROTECTION CERTIFICATE: DATA ON LICENCE OR SUBLICENCE CHANGED,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4374,SI,SPCD,,EXPIRY DATE OF SUPPLEMENTARY PROTECTION CERTIFICATE CORRECTED,EXPIRY DATE OF SUPPLEMENTARY PROTECTION CERTIFICATE CORRECTED,Z,CLASSIFICATION PENDING,NEUTRAL,False
4375,SI,SPCE,,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE FILED,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE FILED,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4376,SI,SPCF,,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE FILED,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE FILED,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4377,SI,SPCG,,SUPPLEMENTARY PROTECTION CERTIFICATE GRANTED,SUPPLEMENTARY PROTECTION CERTIFICATE GRANTED,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4378,SI,SPCI,,SUPPLEMENTARY PROTECTION CERTIFICATE INVALID,SUPPLEMENTARY PROTECTION CERTIFICATE INVALID,H,IP RIGHT CESSATION,NEUTRAL,False
4379,SI,SPCL,,SUPPLEMENTARY PROTECTION CERTIFICATE LAPSED DUE TO NON-PAYMENT OF RENEWAL FEE,SUPPLEMENTARY PROTECTION CERTIFICATE LAPSED DUE TO NON-PAYMENT OF RENEWAL FEE,H,IP RIGHT CESSATION,NEUTRAL,False
4380,SI,SPCR,,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4381,SI,SPCS,,SUPPLEMENTARY PROTECTION CERTIFICATE SURRENDERED,SUPPLEMENTARY PROTECTION CERTIFICATE SURRENDERED,H,IP RIGHT CESSATION,NEUTRAL,False
4382,SI,SPCW,,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE WITHDRAWN,APPLICATION FOR SUPPLEMENTARY PROTECTION CERTIFICATE WITHDRAWN,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4383,SI,SPCY,,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED/WITHDRAWN,APPLICATION FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE REJECTED/WITHDRAWN,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4384,SI,SPCZ,,SUPPLEMENTARY PROTECTION CERTIFICATE EXTENSION GRANTED,SUPPLEMENTARY PROTECTION CERTIFICATE EXTENSION GRANTED,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4385,SI,ZPQB,-,ENTRY OF DATA ON LIEN IN THE REGISTER,VPIS PODATKOV O ZASTAVNI PRAVICI V REGISTER,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,UNKNOWN,False
4386,SI,ZPQC,+,DELETION OF DATA ON LIEN IN THE REGISTER,IZBRIS PODATKOV O ZASTAVNI PRAVICI IZ REGISTRA,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,UNKNOWN,False
4387,SI,ZPSP,,CHANGE OF DATA ON LIEN,SPREMEMBA PODATKOV O ZASTAVNI PRAVICI,,,NEUTRAL,False
4388,SK,BA9A,,TRANSLATED CLAIMS OF THE EUROPEAN PATENT APPLICATION INTO SLOVAK,SPRISTUPNENY PREKLAD PATENTOVYCH NAROKOV EUROPSKEJ PATENTOVEJ PRIHLASKY,W,OTHER,PENDING,False
4389,SK,FA9A,-,SUSPENDED PATENT APPLICATION PROCEDURE AT REQUEST OF AN APPLICANT,ZASTAVENE KONANIE O PATENTOVEJ PRIHLASKE NA ZIADOST PRIHLASOVATELA,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,PENDING,False
4390,SK,FB9A,-,SUSPENSION OF PATENT APPLICATION PROCEDURE,ZASTAVENE KONANIE O PATENTOVEJ PRIHLASKE,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,PENDING,False
4391,SK,FC9A,-,REFUSED PATENT APPLICATION,ZAMIETNUTA PATENTOVA PRIHLASKA,B,APPLICATION DISCONTINUATION,DEAD,False
4392,SK,FD9A,-,SUSPENDED PROCEDURE DUE TO NON-PAYMENT OF FEE,ZASTAVENE KONANIE PRE NEZAPLATENIE POPLATKU,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,DEAD,False
4393,SK,GD9A,,LICENCE AGREEMENT REGISTERED OR GRANTED FOR PATENT APPLICATION,LICENCNA ZMLUVA REGISTROVANA ALEBO UDELENA NA PATENTOVU PRIHLASKU,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,PENDING,False
4394,SK,MA4A,-,RENUNCIATION OF THE PATENT,ZANIKNUTY PATENT VZDANIM SA PATENTU,H,IP RIGHT CESSATION,DEAD,False
4395,SK,MC4A,-,ANNULMENT OF PATENT,ZRUSENY PATENT,H,IP RIGHT CESSATION,DEAD,False
4396,SK,MG4A,-,PARTIAL REVOCATION OF PATENT,CIASTOCNE ZRUSENY PATENT,M,IP RIGHT MAINTENANCE,DEAD,False
4397,SK,MK4A,-,PATENT EXPIRED,ZANIKNUTY PATENT UPLYNUTIM DOBY PLATNOSTI,H,IP RIGHT CESSATION,DEAD,False
4398,SK,MM4A,-,PATENT LAPSED DUE TO NON-PAYMENT OF MAINTENANCE FEES,ZANIKNUTY PATENT PRE NEZAPLATENIE UDRZIAVACICH POPLATKOV,H,IP RIGHT CESSATION,DEAD,False
4399,SK,PC4A,,ASSIGNMENT AND TRANSFER OF RIGHTS,PREVODY A PRECHODY PRAV,R,PARTY DATA CHANGE,NEUTRAL,False
